,EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM
8732,EVER15124,EVER,2015,Spring,China,N Col-NE Ridge,,,,Japan,Hiroyuki Kuraoka,Mountain Experience Hiro Everest 2015 in Nepal,False,False,False,False,,,,,False,False,France,Kodari->Tingri,2015-04-18,2015-04-24,,6,15,2015-05-03,Other,Abandoned at 6400m due to earthquake,6400,False,False,False,0,0,3,0,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(18/04,5200m),ABC(24/04,6400m),xxx(24/04,6400m)","BC  18/04  5200m
ABC 24/04  6400m
HPt 24/04  6400m at ABC by all team members.

The team was at ABC when the earthquake struck. They were all in their tents having a nap.",,,Mountain Experience,True,True,False,False,False,,2459152
8733,EVER15125,EVER,2015,Spring,Nepal,S Col-SE Ridge,,,,UK,David Hamilton,Jagged Globe Everest Expedition 2015,False,False,False,False,,,,,False,False,"Australia, Germany, Ireland, Italy, USA",,2015-04-10,2015-04-20,,10,46,2015-05-26,Other,Abandoned at 6400m due to earthquake and avalanche,6400,False,False,False,2,0,12,0,1,11,0,0,False,False,True,False,False,False,False,False,False,,"BC(10/04,5300m),C1(12/04,6100m),C2(20,24/04,6400m),xxx.Shrpas","High point at 6100m at top of Icefall by all the members.

This team was one of the early arrivals at BC: they reached it on 10 April and occupied C1 at 6100m two days later. This was the highest point any members reached.

The avalanches of rocks and ice blocks off of Pumori triggered by the earthquake on 25 April destroyed the area where their BC was pitched, and the whole camp was wiped out. One member, Dan Fredinberg, was killed and four Sherpas were injured.

Load-carrying Sherpas reached C1 (6100m) and C2 (6400m) on 20 and 24 April. Five Sherpas who got to C2 had to be evacuated to BC by helicopter on the 27th. (They were the only people from this expedition to sleep in C2).",,,Summit Nepal Trekking,True,True,False,False,False,,2459148
8734,EVER15126,EVER,2015,Spring,Nepal,S Col-SE Ridge,,,,UK,Richard Gale,Himalayan Odyssey Expedition Spring 2015,False,False,False,False,,,,,False,False,Nepal,Pangboche,2015-04-14,2015-04-25,,11,14,2015-04-28,Other,Abandoned at 6110m due to earthquake,6110,False,False,False,1,0,16,0,0,17,0,0,False,False,True,False,False,False,False,True,False,,"BC(14/04,5350m),C1(25/04,6110m),xxx(25/04,6110m)","BC  14/04  5350m
C1  25/04  6110m
HPt 25/04  6110m by all members apart from Rana, Gurung Subarna, Gurung Shakti
           and Rice.

The high point team was at C1 when the earthquake happened. They saw several big avalanches coming down, but they were safe and unaffected. On 27 April they were picked up by helicopter and taken BC.

Rana, Subarna Gurung, and Shakti Gurung reached 5900m at 11 am on 25 April. As they were too slow, Gale told them to turn back to BC, so they did. When the avalanche happened they were still in the Icefall but fine and after the dust had settled down they continued to BC. When they got down they found that their whole camp was wiped out; however, their BC manager and 3 kitchen staff were fine.

Rice never managed to get out of BC. He was suffering from pneumonia and left on 17 April.

During the time of the avalanche, 7 Sherpas were at C2 and 9 Sherpas were in the Icefall. No injuries.",Pneumonia by Rice,,Summit Nepal Trekking,True,True,False,False,False,,2459153
8735,LHOT15101,LHOT,2015,Spring,Nepal,W Face,,,,Spain,Javier Camacho Gimeno,Spanish Lhotse Spring 2015,False,False,False,False,,,,,False,False,,Pangboche,2015-04-19,,,0,9,2015-04-28,Other,Abandoned at 5350m due to avalanche triggered by earthquake,0,False,False,False,0,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(19/04,5350m),xxx",Camacho and Fernandez were at BC when the avalanche happened. They helped some injured people for a few days and left on 28 April.,,,Seven Summit Treks,False,True,False,False,False,,2780
8736,LHOT15102,LHOT,2015,Spring,Nepal,W Face,,,,Poland,Wojciech Flaczynski,Polish Family Lhotse Expedition 2015,False,False,False,False,,,,,False,False,,Pangboche,2015-04-15,2015-04-21,,6,19,2015-05-04,Other,Abandoned at 6100m due to avalanche triggered by earthquake,6100,False,False,False,1,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(15/04,5350m),C1(21/04,6100m),xxx","BC  15/04  5350m
C!  21/04  6100m	
HPt 21/04  6100m by Lech and Wojciech Flaczynski.

Team carried deposit to C1 on 21 April. They did not stay the night.

On 2 May Wojciech Flaczynski went to C1, stayed a night and came back down to BC through the destroyed Icefall on 3 May. He brought their whole deposit down. On 3 May Lech Flaczynski attempted to climb to C1, but had to turn back their expedition due to broken ladders and difficulties in the Icefall. The team had wanted to continue their expedition; however, due to the fact that the Icefall did not get refixed they were forced to leave.

Wojciech by email:

We were in the mess tent in BC (Seven Summit Treks) in the highest camp in whole BC when the earthquake happened. After 3-4 seconds we heard the sound of avalanches wall about 30-50m high rolling down in our direction from the lower part of BC. It was in 200m distance when whe saw it. We ran 10-15m and hid behind the big rock near the mess tent. After 2 minutes we left our hideout, a little bit covered with snow powder. No one from our agency got destroyed, also no injured. The rest of the day after earthquake we worked hard helping injured people from the destroyed part of BC, carried injured on self-made stretchers about 1 km down to medical tents in IMG agency. Unfortunately some of them died in the night, because first helicopters came next day after the tragedy (bad weather and no visibility).",,,Seven Summit Treks,False,True,False,False,False,,2459914
8737,LHOT15103,LHOT,2015,Spring,Nepal,W Face,,,,Iran,Azim Gheichisaz,Last 8000m Peak to Lhotse,False,False,False,False,,,,,False,False,,Pangboche,2015-04-21,2015-04-21,,0,8,2015-04-29,Other,Abandoned at 5350m due to avalanche triggered by earthquake,5350,False,False,False,0,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(21/04,5350m),xxx","Gheichisaz was in his tent at BC when the earthquake hit. He was unharmed, but helped Dr. Alireza Behpour from Iran to treat injured people.

Gheichisaz also held a permit for Everest.",,,Seven Summit Treks,False,True,False,False,False,,2459914
8738,LHOT15105,LHOT,2015,Spring,Nepal,W Face,,,,UK,Neil Ward,Himalayan Ecstasy Lhotse Expedition 2015,False,False,False,False,,,,,False,False,"Norway, USA",Pangboche,2015-04-16,2015-04-25,,9,11,2015-04-27,Other,Abandoned at 6500m due to avalanche triggered by earthquake,6500,False,False,False,2,0,4,0,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(16/04,5350m),C1(23/04,6100m),C2(25/04,6500m),xxx(25/04,6500m)","BC  16/04  5350m
C1  23/04  6100m	
C2  25/04  6500m
HPt 25/04  6500m by Ward and Chamberlayne.

Ward and Chamberlayne had just arrived at C2 when the earthquake happened. It was very low visibility and snowing. The ground below moved unnaturally like standing on jelly. This created avalanches and rock fall from all three sides, Everest, Lhotse and Nuptse. At one point it felt as if the world was going to end. Everything got a good dusting of snow, but nobody was hurt. On 26 April Ward and Chamberlayne walked down to C1 and were helicoptered to BC.

Ludvigsen was at BC when the avalanche happened.

Note: Ward also held a permit for Everest.",,,Himalayan Ecstasy Treks,False,True,False,False,False,,2459918
8739,MAKA15101,MAKA,2015,Spring,Nepal,Makalu La-NW Ridge,,,,Iran,Parvaneh Kazemi,First Iranian Woman's Attempt on Makalu,False,False,False,False,,,,,False,False,,,2015-04-13,2015-04-22,,9,16,2015-04-29,Other,Abandoned at 6400m due to earthquake,6400,False,False,False,1,0,1,0,0,1,0,0,False,False,True,False,False,False,False,True,False,,"BC(13/04,5700m),C1(21/04,6300m),xxx(22/04,6400m)","Kazemi and her Sherpa, Tshiring Jangbu, while on their way to C1 on 21 April on the West Face, were carried one meter downward from 6200m by a slab avalanche. They were attached to a fixed rope already in a place, and suffered no injuries, so they continued their climb to C1 at 6340m. They spent two nights there.

On the 22nd they climbed up to Russell Brice's C1, but it started to snow, and  they retreated to BC on the 23rd. At 11:30 am on the 25th a major earthquake caused an avalanche that missed them, but they did not venture out of camp. On the 27th all teams at BC met and decided to stay there two more days.

On the 29th Kazemi decided to quit climbing, and she and her Sherpa packed up and left the mountain.

Sherpa:
  Tshiring Jangbu Sherpa, 1/8/77, Lokhim-9, Solu",,,Prestige Adventure (Mountain Experience pmt),False,True,False,False,False,,2460095
8740,MAKA15102,MAKA,2015,Spring,Nepal,Makalu La-NW Ridge,,,,Germany,Michael Wirth,Kobler & Partner Makalu Expedition 2015,False,False,False,False,,,,,False,False,"Belgium, France, Kyrgyz Republic, Switzerland",Tumlingtar->Num,2015-04-18,2015-04-25,,7,10,2015-04-28,Other,Abandoned at 6100m due to earthquake,6100,False,False,False,0,0,7,0,0,8,0,0,False,False,True,False,False,False,False,True,False,,"BC(18/04,4900m),ABC(21/04,5700m),xxx(25/04,6100m)","BC  18/04  4900m
ABC 21/04  5700m 
HPt 25/04  6100m by Bodenmann, Brees, Cherkasov, Lavaud, Richter, Viso, 
           Westermeier and Wirth.

Team was on the way to C1 when the earthquake occurred. They heard avalanches going down everywhere, but they were safe and nobody was injured. They descended to ABC the same day. On 27 April all the expeditions on Makalu had a meeting and it was decided to leave the mountain in unison.",,,Active Holiday Nepal Treks,False,True,False,False,False,,2460098
8741,MAKA15103,MAKA,2015,Spring,Nepal,Makalu La-NW Ridge,,,,Austria,Martina Bauer,Austria Goes to Makalu,False,False,False,False,,,,,False,False,"Andorra, Spain, UK",Tumlingtar->Num,2015-04-18,2015-04-25,,7,12,2015-04-30,Other,Abandoned at 6300m due to earthquake,6300,False,False,False,0,0,9,0,0,0,0,0,True,False,True,False,False,False,False,True,False,,"BC(18/04,4900m),ABC(21/04,5700m),xxx(25/04,6300m)","BC  18/04  4900m
ABC 21/04  5700m
HPt 25/04  6000m by Zarzuelo, Trastoy, Ibero Cobos, Wenzl, Unterberger, Hayes. 

High point team was on their way to C1 when the earthquake happened. They were faced with avalanches and rockfall, however, no injuries. They continued to ABC after the earthquake.

Latorre, Picas and Bauer reached crampon point at 5900m during an acclimatization trip. They were at ABC during the earthquake, where they saw and heard avalanches and rockfall and they were worried about their teammates further up on the mountain.",,,Seven Summit Treks,False,True,False,False,False,,2460098
8742,MAKA15104,MAKA,2015,Spring,Nepal,Makalu La-NW Ridge,,,,UK,Victor Saunders,Makalu Spring Expedition 2015,False,False,False,False,,,,,False,False,"Belgium, Poland",Tumlingtar->Num,2015-04-18,2015-04-22,,4,15,2015-05-03,Other,Abandoned at 6400m due to earthquake,6400,False,False,False,1,0,4,0,0,4,0,0,False,False,True,False,False,False,False,True,False,,"BC(18/04,4900m),ABC(21/04,5700m),C1(24/04,6400m),xxx(24/04,6400m)","BC  18/04  4900m
ABC 21/04  5700m
C1  24/04  6400m
HPt 24/04  6400m by Saunders, Baranowska, Smets, Smolokowska.

After having spent night at C1 for acclimatization, the team descended to ABC when the earthquake happened. They were just below the headwall on the glacier and they could hear avalanches everywhere and were not able to pinpoint where the noise was coming from. They got very scared; however, they were fine and continued their descent to ABC. The team decided pretty quickly that the expedition should be over. Baranowska and Smolokowska flew out by helicopter on 2 May and Saunders and Smets left ABC on 3 May and walked to Tumlingtar.",,,Himalayan Guides,False,True,False,False,False,,2460095
8743,MAKA15105,MAKA,2015,Spring,Nepal,Makalu La-NW Ridge,,,,Canada,Joie Seagram,Canadian Makalu Expedition 2015,False,False,False,False,,,,,False,False,,Tumlingtar->Num,2015-04-24,2015-04-30,,6,9,2015-05-03,Other,Abandoned at 6400m due to earthquake,6400,False,False,False,1,0,1,0,0,1,0,0,False,False,True,False,False,False,False,True,False,,"BC(24/04,4900m),ABC(26/04,5700m),C1(30/04,6400m),xxx","BC  24/04  4900m
ABC 26/04  5700m
C1  30/04  6600m	
HPt 30/04  6400m by Seagram and Pasang Gomba.

Seagram and Pasang Gomba were at Hillary BC when the earthquake struck. There was a strong snow/wind blast just after the quake due to avalanche activity across the valley to the south. The following day they continued to ABC.

Seagram by email:

We intended to continue climbing after the earthquake, as all support staff (cook and 3 kitchen staff) and Gomba had checked in with their families and everybody was fine.

It was the clear choice of all support staff on my trip to stay with the climb.  There were other climbers, Sherpas and support staff on Makalu who also wanted to continue climbing as their families were safe and there were no casualities on Makalu. However ABC slowly emptied out, so we all descended.",,,Expedition Himalaya,False,True,False,False,False,,2460103
8744,MANA15101,MANA,2015,Spring,Nepal,NE Face,,,,Czech Republic,Peter Hamor,Manaslu Spring 2015,True,False,False,False,,,,,False,False,"Romania, Slovakia",,2015-04-15,2015-05-08,1500,23,27,2015-05-12,Success (main peak),,8163,False,True,False,4,0,4,1,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(15/04,4850m),C1(20/04,5800m),C2(22/04),C3(07/05,6900m),Smt(08/05)","BC  15/04  4850m
C1  20/04  5800m
C2  22/04   --
C3  07/05  6900m
Smt 08/05  by Bem at 3 pm.

Bem climbed together with Daniel de Gabai of Paulo Grobel's expedition. They started from C3. The weather was windy when they started, but improved during the course of 8th May. They stayed about 30 minutes on the summit and descended to C3, where Bem picked up his skis and skied down all the way to BC. He reached it at about 8 pm.

Hamor and Colibasanu never reached BC, but reached Samagaon on 17 April. Hamor suffered a fall during the approach trek and injured his ribs. He did not think it was too bad; however, when he got to Samagaon the pain was too much and he decided to take a helicopter back to Kathmandu on 20 April. Colibasanu joined him and never returned to the mountain.

Mazanek had bronchitis and left BC on 16 April.

During the earthquake Bem was in Samagaon. He did not sustain any injuries, but saw a lot of injured people, to whom he provided medical care.",,,Cho Oyu Trekking,True,True,False,False,False,,2460336
